Order ID,Order Date,Customer ID,Product ID,Quantity,Year,Month,Month-Year,Quarter,Day,order_Size,Customer Name,City,Country,Loyalty Card,Coffee Type,Roast Type,Size,Unit Price,Price per 100g,Profit,Size_Label,Total_Order_Value,Total_Profit
YHV-68700-050,2019-09-11,26333-67911-OL,L-L-2.5,2,2019,9,2019-09,3,11,Small,Hartley Mattioli,Kinloch,United Kingdom,No,Lib,L,2.5,36.455,1.4582,4.7391499999999995,X-Large,72.91,9.478299999999999
KRB-88066-642,2021-03-16,22107-86640-SB,L-M-1,5,2021,3,2021-03,1,16,Medium,Archambault Gillard,Toledo,United States,No,Lib,M,1.0,14.55,1.455,1.8915000000000002,Large,72.75,9.457500000000001
LQU-08404-173,2020-12-03,09960-34242-LZ,L-L-1,3,2020,12,2020-12,4,3,Small,Salomo Cushworth,Trenton,United States,No,Lib,L,1.0,15.85,1.585,2.0605,Large,47.55,6.181500000000001
CWK-60159-881,2020-01-27,04671-85591-RT,E-D-0.2,3,2020,1,2020-01,1,27,Small,Theda Grizard,Tampa,United States,Yes,Exc,D,0.2,3.645,1.8225,0.40095000000000003,Small,10.935,1.2028500000000002
EEG-74197-843,2022-07-17,25729-68859-UA,E-L-1,4,2022,7,2022-07,3,17,Medium,Rozele Relton,Pensacola,United States,No,Exc,L,1.0,14.85,1.4849999999999999,1.6335,Large,59.4,6.534
UCZ-59708-525,2022-03-04,05501-86351-NX,L-D-2.5,3,2022,3,2022-03,1,4,Small,Willa Rolling,Zephyrhills,United States,Yes,Lib,D,2.5,29.784999999999997,1.1913999999999998,3.8720499999999998,X-Large,89.35499999999999,11.61615
HUB-47311-849,2021-12-07,04521-04300-OK,L-M-0.5,3,2021,12,2021-12,4,7,Small,Stanislaus Gilroy,Saint Paul,United States,Yes,Lib,M,0.5,8.73,1.746,1.1349,Medium,26.19,3.4047
WYM-17686-694,2021-02-25,58689-55264-VK,A-D-2.5,5,2021,2,2021-02,1,25,Medium,Correy Cottingham,Fort Wayne,United States,No,Ara,D,2.5,22.884999999999998,0.9153999999999999,2.0596499999999995,X-Large,114.42499999999998,10.298249999999998
ZYQ-15797-695,2019-02-25,79436-73011-MM,R-D-0.5,5,2019,2,2019-02,1,25,Medium,Pammi Endacott,Wootton,United Kingdom,Yes,Rob,D,0.5,5.369999999999999,1.0739999999999998,0.32219999999999993,Medium,26.849999999999994,1.6109999999999998
EEJ-16185-108,2019-02-09,65552-60476-KY,L-L-0.2,5,2019,2,2019-02,1,9,Medium,Nona Linklater,Naples,United States,Yes,Lib,L,0.2,4.755,2.3775,0.61815,Small,23.775,3.09075
RWR-77888-800,2020-02-07,69904-02729-YS,A-M-0.5,1,2020,2,2020-02,1,7,Single,Annadiane Dykes,Chicago,United States,No,Ara,M,0.5,6.75,1.35,0.6074999999999999,Medium,6.75,0.6074999999999999
LHN-75209-742,2020-03-23,01433-04270-AX,R-M-0.5,6,2020,3,2020-03,1,23,Medium,Felecia Dodgson,Newark,United States,Yes,Rob,M,0.5,5.97,1.194,0.35819999999999996,Medium,35.82,2.1491999999999996
TIR-71396-998,2022-03-06,14204-14186-LA,R-D-2.5,4,2022,3,2022-03,1,6,Medium,Angelia Cockrem,Vienna,United States,Yes,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,X-Large,82.33999999999999,4.9403999999999995
RXF-37618-213,2022-04-15,32948-34398-HC,R-L-0.5,1,2022,4,2022-04,2,15,Single,Belvia Umpleby,Fort Worth,United States,Yes,Rob,L,0.5,7.169999999999999,1.4339999999999997,0.4301999999999999,Medium,7.169999999999999,0.4301999999999999
ANM-16388-634,2021-11-19,77343-52608-FF,L-L-0.2,2,2021,11,2021-11,4,19,Small,Nat Saleway,Burbank,United States,No,Lib,L,0.2,4.755,2.3775,0.61815,Small,9.51,1.2363
WYL-29300-070,2019-10-16,42770-36274-QA,R-M-0.2,1,2019,10,2019-10,4,16,Single,Hayward Goulter,Kingsport,United States,No,Rob,M,0.2,2.985,1.4925,0.17909999999999998,Small,2.985,0.17909999999999998
JHW-74554-805,2019-11-26,14103-58987-ZU,R-M-1,6,2019,11,2019-11,4,26,Medium,Gay Rizzello,Liverpool,United Kingdom,Yes,Rob,M,1.0,9.95,0.9949999999999999,0.597,Large,59.699999999999996,3.582
KYS-27063-603,2019-06-30,69958-32065-SW,E-L-2.5,4,2019,6,2019-06,2,30,Medium,Shannon List,Columbus,United States,No,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,X-Large,136.61999999999998,15.028199999999998
GAZ-58626-277,2021-01-04,69533-84907-FA,L-L-0.2,2,2021,1,2021-01,1,4,Small,Shirlene Edmondson,Newmarket on Fergus,Ireland,No,Lib,L,0.2,4.755,2.3775,0.61815,Small,9.51,1.2363
RPJ-37787-335,2020-10-27,76005-95461-CI,A-M-2.5,3,2020,10,2020-10,4,27,Small,Aurlie McCarl,New Orleans,United States,No,Ara,M,2.5,25.874999999999996,1.035,2.3287499999999994,X-Large,77.62499999999999,6.986249999999998
LEF-83057-763,2021-06-15,15395-90855-VB,L-M-0.2,5,2021,6,2021-06,2,15,Medium,Alikee Carryer,Charlotte,United States,Yes,Lib,M,0.2,4.365,2.1825,0.56745,Small,21.825000000000003,2.83725
RPW-36123-215,2021-07-19,80640-45811-LB,E-L-0.5,2,2021,7,2021-07,3,19,Small,Jennifer Rangall,Springfield,United States,Yes,Exc,L,0.5,8.91,1.782,0.9801,Medium,17.82,1.9602
WLL-59044-117,2021-07-23,28476-04082-GR,R-D-1,6,2021,7,2021-07,3,23,Medium,Kipper Boorn,Listowel,Ireland,Yes,Rob,D,1.0,8.95,0.8949999999999999,0.5369999999999999,Large,53.699999999999996,3.2219999999999995
AWT-22827-563,2020-01-25,12018-75670-EU,R-L-0.2,1,2020,1,2020-01,1,25,Single,Melania Beadle,Moycullen,Ireland,Yes,Rob,L,0.2,3.5849999999999995,1.7924999999999998,0.21509999999999996,Small,3.5849999999999995,0.21509999999999996
QLM-07145-668,2019-05-09,86437-17399-FK,E-D-0.2,2,2019,5,2019-05,2,9,Small,Colene Elgey,Midland,United States,No,Exc,D,0.2,3.645,1.8225,0.40095000000000003,Small,7.29,0.8019000000000001
HVQ-64398-930,2020-03-30,62979-53167-ML,A-M-0.5,6,2020,3,2020-03,1,30,Medium,Lothaire Mizzi,Dallas,United States,Yes,Ara,M,0.5,6.75,1.35,0.6074999999999999,Medium,40.5,3.6449999999999996
WRT-40778-247,2022-03-13,54810-81899-HL,R-L-1,4,2022,3,2022-03,1,13,Medium,Cletis Giacomazzo,Dulles,United States,No,Rob,L,1.0,11.95,1.1949999999999998,0.717,Large,47.8,2.868
SUB-13006-125,2019-04-17,26103-41504-IB,A-L-0.5,5,2019,4,2019-04,2,17,Medium,Ami Arnow,Oakland,United States,Yes,Ara,L,0.5,7.77,1.5539999999999998,0.6992999999999999,Medium,38.849999999999994,3.4964999999999997
CQM-49696-263,2019-10-25,76534-45229-SG,L-L-2.5,3,2019,10,2019-10,4,25,Small,Sheppard Yann,Colorado Springs,United States,Yes,Lib,L,2.5,36.455,1.4582,4.7391499999999995,X-Large,109.365,14.21745
KXN-85094-246,2019-09-13,81744-27332-RR,L-M-2.5,3,2019,9,2019-09,3,13,Small,Bunny Naulls,Adare,Ireland,Yes,Lib,M,2.5,33.464999999999996,1.3385999999999998,4.3504499999999995,X-Large,100.39499999999998,13.05135
XOQ-12405-419,2020-04-12,91513-75657-PH,R-D-2.5,4,2020,4,2020-04,2,12,Medium,Hally Lorait,Buffalo,United States,Yes,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,X-Large,82.33999999999999,4.9403999999999995
HYF-10254-369,2019-11-14,30373-66619-CB,L-L-0.5,1,2019,11,2019-11,4,14,Single,Zaccaria Sherewood,Fresno,United States,No,Lib,L,0.5,9.51,1.902,1.2363,Medium,9.51,1.2363
XXJ-47000-307,2019-07-18,31582-23562-FM,A-L-2.5,3,2019,7,2019-07,3,18,Small,Jeffrey Dufaire,Fort Worth,United States,No,Ara,L,2.5,29.784999999999997,1.1913999999999998,2.6806499999999995,X-Large,89.35499999999999,8.041949999999998
XXJ-47000-307,2019-07-18,31582-23562-FM,A-D-0.2,4,2019,7,2019-07,3,18,Medium,Jeffrey Dufaire,Fort Worth,United States,No,Ara,D,0.2,2.985,1.4925,0.26865,Small,11.94,1.0746
ZDK-82166-357,2021-04-03,81431-12577-VD,A-M-1,3,2021,4,2021-04,2,3,Small,Beitris Keaveney,Beaumont,United States,No,Ara,M,1.0,11.25,1.125,1.0125,Large,33.75,3.0374999999999996
IHN-19982-362,2021-03-29,68894-91205-MP,R-L-1,3,2021,3,2021-03,1,29,Small,Elna Grise,Reno,United States,No,Rob,L,1.0,11.95,1.1949999999999998,0.717,Large,35.849999999999994,2.151
VMT-10030-889,2021-12-15,87602-55754-VN,A-L-1,6,2021,12,2021-12,4,15,Medium,Torie Gottelier,Kansas City,United States,No,Ara,L,1.0,12.95,1.295,1.1655,Large,77.69999999999999,6.993
NHL-11063-100,2020-05-20,39181-35745-WH,A-L-1,4,2020,5,2020-05,2,20,Medium,Loydie Langlais,Crumlin,Ireland,Yes,Ara,L,1.0,12.95,1.295,1.1655,Large,51.8,4.662
ROV-87448-086,2020-11-02,30381-64762-NG,A-M-2.5,4,2020,11,2020-11,4,2,Medium,Adham Greenhead,Corona,United States,No,Ara,M,2.5,25.874999999999996,1.035,2.3287499999999994,X-Large,103.49999999999999,9.314999999999998
DGY-35773-612,2020-07-25,17503-27693-ZH,E-L-1,3,2020,7,2020-07,3,25,Small,Hamish MacSherry,Austin,United States,Yes,Exc,L,1.0,14.85,1.4849999999999999,1.6335,Large,44.55,4.9005
YWH-50638-556,2019-03-14,89442-35633-HJ,E-L-0.5,4,2019,3,2019-03,1,14,Medium,Else Langcaster,Normanton,United Kingdom,Yes,Exc,L,0.5,8.91,1.782,0.9801,Medium,35.64,3.9204
ISL-11200-600,2020-07-02,13654-85265-IL,A-D-0.2,6,2020,7,2020-07,3,2,Medium,Rudy Farquharson,Charlesland,Ireland,Yes,Ara,D,0.2,2.985,1.4925,0.26865,Small,17.91,1.6118999999999999
LBZ-75997-047,2019-12-17,40946-22090-FP,A-M-2.5,6,2019,12,2019-12,4,17,Medium,Norene Magauran,Fresno,United States,No,Ara,M,2.5,25.874999999999996,1.035,2.3287499999999994,X-Large,155.24999999999997,13.972499999999997
EUH-08089-954,2020-12-06,29050-93691-TS,A-D-0.2,2,2020,12,2020-12,4,6,Small,Vicki Kirdsch,Saint Louis,United States,No,Ara,D,0.2,2.985,1.4925,0.26865,Small,5.97,0.5373
BLD-12227-251,2021-03-04,64395-74865-WF,A-M-0.5,2,2021,3,2021-03,1,4,Small,Ilysa Whapple,Fresno,United States,No,Ara,M,0.5,6.75,1.35,0.6074999999999999,Medium,13.5,1.2149999999999999
OPY-30711-853,2021-07-17,81861-66046-SU,A-D-0.2,1,2021,7,2021-07,3,17,Single,Ruy Cancellieri,Confey,Ireland,No,Ara,D,0.2,2.985,1.4925,0.26865,Small,2.985,0.26865
DBC-44122-300,2020-11-04,13366-78506-KP,L-M-0.2,3,2020,11,2020-11,4,4,Small,Aube Follett,Columbus,United States,Yes,Lib,M,0.2,4.365,2.1825,0.56745,Small,13.095,1.70235
FJQ-60035-234,2021-04-05,08847-29858-HN,A-L-0.2,2,2021,4,2021-04,2,5,Small,Rudiger Di Bartolomeo,Stockton,United States,Yes,Ara,L,0.2,3.885,1.9425,0.34964999999999996,Small,7.77,0.6992999999999999
HSF-66926-425,2020-03-01,00539-42510-RY,L-D-2.5,5,2020,3,2020-03,1,1,Medium,Nickey Youles,Edgeworthstown,Ireland,Yes,Lib,D,2.5,29.784999999999997,1.1913999999999998,3.8720499999999998,X-Large,148.92499999999998,19.36025
LQG-41416-375,2021-10-19,45190-08727-NV,L-D-1,3,2021,10,2021-10,4,19,Small,Dyanna Aizikovitz,Leixlip,Ireland,Yes,Lib,D,1.0,12.95,1.295,1.6835,Large,38.849999999999994,5.0504999999999995
VZO-97265-841,2022-07-08,87049-37901-FU,R-M-0.2,4,2022,7,2022-07,3,8,Medium,Bram Revel,Rochester,United States,No,Rob,M,0.2,2.985,1.4925,0.17909999999999998,Small,11.94,0.7163999999999999
MOR-12987-399,2019-08-17,34015-31593-JC,L-M-1,6,2019,8,2019-08,3,17,Medium,Emiline Priddis,Tuscaloosa,United States,No,Lib,M,1.0,14.55,1.455,1.8915000000000002,Large,87.30000000000001,11.349
UOA-23786-489,2020-05-31,90305-50099-SV,A-M-0.5,6,2020,5,2020-05,2,31,Medium,Queenie Veel,Houston,United States,Yes,Ara,M,0.5,6.75,1.35,0.6074999999999999,Medium,40.5,3.6449999999999996
AJL-52941-018,2020-05-05,55871-61935-MF,E-D-1,2,2020,5,2020-05,2,5,Small,Lind Conyers,El Paso,United States,No,Exc,D,1.0,12.15,1.215,1.3365,Large,24.3,2.673
XSZ-84273-421,2019-04-14,15405-60469-TM,R-M-0.5,3,2019,4,2019-04,2,14,Small,Pen Wye,Colorado Springs,United States,Yes,Rob,M,0.5,5.97,1.194,0.35819999999999996,Medium,17.91,1.0745999999999998
NUN-48214-216,2020-07-29,06953-94794-FB,A-M-0.5,4,2020,7,2020-07,3,29,Medium,Isahella Hagland,Fort Wayne,United States,No,Ara,M,0.5,6.75,1.35,0.6074999999999999,Medium,27.0,2.4299999999999997
AKV-93064-769,2019-12-12,22305-40299-CY,L-D-0.5,1,2019,12,2019-12,4,12,Single,Terry Sheryn,Port Washington,United States,Yes,Lib,D,0.5,7.77,1.5539999999999998,1.0101,Medium,7.77,1.0101
BRB-40903-533,2022-06-15,09020-56774-GU,E-L-0.2,3,2022,6,2022-06,2,15,Small,Marie-jeanne Redgrave,Springfield,United States,Yes,Exc,L,0.2,4.455,2.2275,0.49005,Small,13.365,1.4701499999999998
GPR-19973-483,2019-06-26,92926-08470-YS,R-D-0.5,5,2019,6,2019-06,2,26,Medium,Betty Fominov,Pensacola,United States,No,Rob,D,0.5,5.369999999999999,1.0739999999999998,0.32219999999999993,Medium,26.849999999999994,1.6109999999999998
XIY-43041-882,2021-10-12,07250-63194-JO,A-M-1,1,2021,10,2021-10,4,12,Single,Shawnee Critchlow,Richmond,United States,No,Ara,M,1.0,11.25,1.125,1.0125,Large,11.25,1.0125
YGY-98425-969,2019-04-01,63787-96257-TQ,L-M-1,1,2019,4,2019-04,2,1,Single,Merrel Steptow,Cherryville,Ireland,No,Lib,M,1.0,14.55,1.455,1.8915000000000002,Large,14.55,1.8915000000000002
MSB-08397-648,2021-03-10,49530-25460-RW,R-L-0.2,4,2021,3,2021-03,1,10,Medium,Carmina Hubbuck,Huntington,United States,No,Rob,L,0.2,3.5849999999999995,1.7924999999999998,0.21509999999999996,Small,14.339999999999998,0.8603999999999998
WDR-06028-345,2019-08-16,66508-21373-OQ,L-L-1,1,2019,8,2019-08,3,16,Single,Ingeberg Mulliner,Birmingham,United Kingdom,No,Lib,L,1.0,15.85,1.585,2.0605,Large,15.85,2.0605
